CO_PROCEDIMENTO,Descricao,ValorTUNEP,TP_PROCEDIMENTO
407020071,COLECTOMIA TOTAL,"2.290,28",H
407020080,COLECTOMIA VIDEOLAPAROSCOPICA,"1.996,08",H
407020098,COLORRAFIA POR VIA ABDOMINAL,"1.300,08",H
407020101,COLOSTOMIA VIDEOLAPAROSCOPICA,"1.387,95",H
407020110,CRIPTECTOMIA UNI OU MULTIPLA,"378,75",H
407020136,INCISAO E DRENAGEM DE ABSCESSO ANAL,"329,54",H
407020144,INCISAO E DRENAGEM DE ABSCESSO ISQUIORRETAL,"341,81",H
407020152,DRENAGEM DE HEMATOMA OU ABSCESSO RETRO RETAL,"1.193,22",H
407020179,ENTERECTOMIA,"1.332,98",H
407020187,ENTEROANASTOMOSE (QUALQUER SEGMENTO),"1.380,67",H
407020195,ENTEROPEXIA (QUALQUER SEGMENTO),"1.299,69",H
407020209,ENTERORRAFIA (QUALQUER SEGMENTO),"1.299,69",H
407020217,ESFINCTEROTOMIA INTERNA E TRATAMENTO DE FISSURA AN,"558,54",H
407020225,EXCISAO DE TUMOR RETAL PER ANUS,"459,82",H
407020233,EXCISAO DE LESAO INTESTINAL OU MESENTERICA LOCALIZA,"1.341,98",H
407020241,FECHAMENTO DE ENTEROSTOMIA (QUALQUER SEGMENTO),"1.247,58",H
407020250,FECHAMENTO DE FISTULA COLICA,"1.380,67",H
407020268,FECHAMENTO DE FISTULA RETAL,"707,47",H
407020276,FISTULECTOMIA OU FISTULOTOMIA ANAL,"564,85",H
407020284,HEMORROIDECTOMIA,"564,85",H
407020292,HERNIORRAFIA COM RESSECCAO INTESTINAL (ESTRANGULA,"1.184,60",H
407020306,JEJUNOSTOMIA VIDEOLAPAROSCOPICA,"1.387,95",H
407020322,ESFINCTEROPLASTIA ANAL,"558,54",H
407020330,PROCTOCOLECTOMIA,"3.110,47",H
407020349,PROCTOPEXIA ABDOMINAL POR PROCIDENCIA DO RETO,"1.192,95",H
407020357,PROCTOPLASTIA E PROCTORRAFIA POR VIA PERINEAL,"707,66",H
407020365,REDUCAO CIRURGICA DE VOLVO POR LAPAROTOMIA,"1.158,39",H
407020381,RETIRADA DE FECALOMA,"417,53",H
407020403,RETOSSIGMOIDECTOMIA ABDOMINAL,"1.991,01",H
407020411,RETOSSIGMOIDECTOMIA ABDOMINO PERINEAL,"1.991,01",H
407020420,TRATAMENTO CIRURGICO DA ATRESIA CONGENITA ANO RETA,"378,75",H
407020438,TRATAMENTO CIRURGICO DE AUSENCIA DO RETO (OP. ABDO,"1.984,20",H
407020446,TRATAMENTO CIRURGICO DO ILEO MECONIAL,"1.444,98",H
407020454,TRATAMENTO CIRURGICO DA IMPERFURACAO MEMBRANOSA,"564,85",H
407020462,TRATAMENTO CIRURGICO DA MA ROTACAO INTESTINAL,"1.513,12",H
407020470,TRATAMENTO CIRURGICO DO PROLAPSO ANAL MUCOSO,"564,85",H
407030018,ANASTOMOSE BILEO DIGESTIVA,"2.607,57",H
407030026,COLECISTECTOMIA,"1.396,45",H
407030034,COLECISTECTOMIA VIDEOLAPAROSCOPICA,"1.626,01",H
407030042,COLECISTOSTOMIA,"1.092,78",H
407030050,COLEDOCOPLASTIA,"1.622,18",H
407030069,COLEDOCOTOMIA COM OU SEM COLECISTECTOMIA,"1.317,15",H
407030077,COLEDOCOTOMIA VIDEOLAPAROSCOPICA,"1.546,71",H
407030093,COLOTOMIA,"1.474,67",A
407030107,HEPATOTOMIA E DRENAGEM DE ABSCESSO OU CISTO,"1.419,05",A
407030115,PANCREATOMIA PARA DRENAGEM POR VIDEOLAPAROSCOPIA,"1.559,62",A
407030123,ESPLENECTOMIA,"1.644,01",H
407030131,HEPATECTOMIA PARCIAL,"1.912,25",H
407030140,HEPATORRAFIA,"1.419,50",H
407030158,HEPATORRAFIA,"1.419,50",H
407030166,HEPATOTOMIA E DRENAGEM DE ABSCESSO OU CISTO,"1.419,05",H
407030174,MARSUPIALIZACAO DE ABSCESSO OU CISTO,"1.688,40",H
407030182,PANCREATECTOMIA PARCIAL,"1.911,98",H
407030190,PANCREATECTOMIA VIDEOLAPAROSCOPICA,"1.792,35",H
407030204,PANCREATO DUODENECTOMIA,"3.263,89",H
407030212,PANCREATO ENTEROSTOMIA,"2.198,55",H
407030220,PANCREATOTOMIA PARA DRENAGEM,"1.679,25",H
407030247,TRATAMENTO CIRURGICO DE CISTOS PANCREATICOS,"2.013,87",H
407040013,DRENAGEM DE ABSCESSO PELVICO,"1.383,65",H
407040021,DRENAGEM DE ABSCESSO SUBFRENICO,"1.383,65",H
407040030,DRENAGEM DE HEMATOMA OU ABSCESSO PRE-PERITONEAL,"1.193,22",H
407040048,HERNIORRAFIA DIAFRAGMATICA (VIA ABDOMINAL),"1.341,24",H
407040056,HERNIORRAFIA DIAFRAGMATICA (VIA TORACICA),"1.595,54",H
407040064,HERNIORRAFIA EPIGASTRICA,"725,17",H
407040072,HERNIORRAFIA EPIGASTRICA VIDEOLAPAROSCOPICA,"954,72",H
407040080,HERNIORRAFIA INCISIONAL,"1.057,18",H
407040099,HERNIORRAFIA CRURAL (BILATERAL),"964,92",H
407040102,HERNIORRAFIA INGUINAL (UNILATERAL),"752,62",H
407040110,HERNIORRAFIA RECIDIVANTE,"964,92",H
407040129,HERNIORRAFIA UMBILICAL,"711,47",H
407040137,HERNIORRAFIA INGUINAL VIDEOLAPAROSCOPICA,"1.184,65",H
407040145,HERNIORRAFIA SEM RESSECCAO INTESTINAL (ESTRANGULAD,"910,04",H
407040153,HERNIORRAFIA UMBILICAL VIDEOLAPAROSCOPICA,"941,02",H
407040161,LAPAROTOMIA EXPLORADORA,"1.127,64",H
407040170,LAPAROTOMIA VIDEOLAPAROSCOPICA PARA DRENAGEM E/O,"1.422,78",H
407040188,LIBERACAO DE ADERENCIAS INTESTINAIS,"1.125,49",H
407040200,PERITONIOSTOMIA COM TELA INORGANICA,"2.030,04",H
407040226,HERNIORRAFIA LOMBAR,"910,04",H
407040234,RESSECCAO DO EPIPLOM,"1.238,20",H
407040242,RESSUTURA DE PAREDE ABDOMINAL (POR DEISCENCIA TOTA,"910,04",H
407040250,TRATAMENTO CIRURGICO DA PERITONITE MECONIAL,"1.444,98",H
407040269,VAGOTOMIA VIDEOLAPAROSCOPICA,"1.552,95",H
408010010,ARTRODESE ESCAPULO-TORACICA,"621,09",H
408010029,ARTRODESE ESCAPULO UMERAL,"1.135,64",H
408010037,ARTROPLASTIA DA ESCAPULO-UMERAL NAO CONVENCIONAL,"1.164,78",H
408010045,ARTROPLASTIA ESCAPULO-UMERAL PARCIAL,"1.713,59",H
408010053,ARTROPLASTIA DA ESCAPULO-UMERAL TOTAL,"1.036,23",H
408010061,ARTROPLASTIA ESCAPULO-UMERAL DE RECONSTRUCAO (EN,"1.195,51",H
408010070,DESARTICULACAO DA ARTICULACAO ESCAPULO UMERAL,"1.348,87",H
408010088,DESARTICULACAO INTER ESCAPULO TORACICA,"1.655,45",H
408010096,"ESCAPULOPEXIA COM OU SEM OSTEOTOMIA DA ESCAPULA, ","2.800,47",H
408010100,RESSECCAO DA ESCAPULA,"1.986,55",H
408010118,OSTEOTOMIA DE CLAVICULA OU DA ESCAPULA,"497,47",H
408010134,REDUCAO INCRUENTA DE LUXACAO OU FRATURA-LUXACAO,"290,48",H
408010142,"REPARO DE ROTURA DO MANGUITO ROTADOR, INCLUINDO P ","651,16",H
408010150,TRATAMENTO CIRURGICO DE FRATURA DA CLAVICULA,"894,52",H
408010169,TRATAMENTO CIRURGICO DA FRATURA DO COLO E CAVIDAD,"663,51",H
408010177,TRATAMENTO CIRURGICO DA FRATURA DO CORPO DA ESCAP,"859,40",H
408010185,TRATAMENTO CIRURGICO DE LUXACAO OU FRATURA-LUXA,"859,40",H
408010193,TRATAMENTO CIRURGICO DE LUXACAO OU FRATURA-LUXA,"859,40",H
408010207,TRATAMENTO CIRURGICO DE LUXACAO OU FRATURA-LUXA,"859,40",H
408010215,TRATAMENTO CIRURGICO DA LUXACAO RECIDIVANTE OU HAB,"1.174,28",H
408010223,TRATAMENTO CIRURGICO DE RETARDO DE CONSOLIDACAO O,"1.050,70",H
408010231,CIRURGIA DESCOMPRESSIVA AO NIVEL DA ESCAPULO-UMERA,"517,56",H
408020016,DESARTICULACAO AO NIVEL DO PUNHO,"696,11",H
408020024,AMPUTACAO AO NIVEL DO BRACO,"1.110,05",H
408020032,ARTRODESE DO COTOVELO,"1.058,50",H
408020040,ARTROPLASTIA INTERFALANGIANA,"761,27",H
408020059,ARTROPLASTIA DO COTOVELO PARCIAL (CABECA DO RADIO),"494,66",H
408020067,ARTROPLASTIA DO PUNHO,"812,05",H
408020075,ARTROPLASTIA DO COTOVELO (COM IMPLANTE),"1.719,44",H
408020083,ARTROPLASTIA DO COTOVELO DE REVISAO,"704,50",H
408020091,RESSECCAO DA CABECA DO RADIO,"844,94",H
408020105,FASCIOTOMIA PALMAR,"677,93",H
408020113,INSTALACAO DE TRACAO TRANS-ESQUELETICA EM MEMBRO,"26,25",H
408020121,REALINHAMENTO DO SISTEMA EXTENSOR DOS DEDOS POR D,"359,68",H
408020130,RECONSTRUCAO CAPSULO-LIGAMENTOSOTRANSFERENCIA O,"472,15",H
408020148,RECONSTRUCAO DE POLIA TENDINOSA COM TECIDOS LOCAI,"359,68",H
408020156,REDUCAO INCRUENTA DA FRATURA SUPRACONDILIANA DO U,"343,65",H
408020164,REDUCAO INCRUENTA DE FRATURA DO EXTREMO PROXIMAL,"446,85",H
408020172,REDUCAO INCRUENTA DA(S) FRATURA(S) DO (S) OSSO(S) DO,"441,00",H
408020180,REDUCAO INCRUENTA DA FRATURA-LUXACAO DE MONTEGGI,"440,79",H
408020199,REDUCAO INCRUENTA DE FRATURA DA DIAFISE DO UMERO,"427,06",H
408020202,REDUCAO INCRUENTA DA FRATURA DO RADIO,"440,79",H
408020210,REDUCAO INCRUENTA DE FRATURA DO(S) METACARPIANO(S,"187,67",H
408020229,REDUCAO INCRUENTA DE LUXACAO E FRATURA-LUXACAO DO,"440,79",H
408020245,REDUCAO INCRUENTA DA DA LUXACAO OU FRATURA-LUXACA,"187,67",H
408020253,REIMPLANTE DO OMBRO ATE O TERCO MEDIO DO ANTEBRAC,"4.306,96",H
408020261,REIMPLANTE DO TERCO DISTAL DO ANTEBRACO ATE OS MET,"4.306,96",H
408020270,REIMPLANTE OU REVASCULARIZACAO AO NIVEL DA MAO E OU,"627,97",H
408020288,REIMPLANTE OU REVASCULARIZACAO DO POLEGAR,"855,63",H
408020296,REVISAO DO COTO AMPUTADO DO ANTEBRACO,"453,65",H
408020300,TENOSSINOVECTOMIA OU TENOLISE AO NIVEL DO PUNHO,"341,06",H
408020318,TRANSPOSICAO DA ULNA-PRO-RADIO,"641,15",H
408020326,ABERTURA DE POLIA SINOVIAL DE BAINHA TENDINOSA,"423,13",H
408020334,TRATAMENTO CIRURGICO DA FRATURA DA EXTREMIDADE PR,"1.470,35",H
408020342,"TRATAMENTO CIRURGICO DE FRATURA DAS FALANGES, COM ","439,33",H
408020350,TRATAMENTO CIRURGICO DE FRATURA OU DESLOCAMENTO,"544,99",H
408020369,TRATAMENTO CIRURGICO DE FRATURA OU DESLOCAMENTO,"1.058,50",H
408020377,TRATAMENTO CIRURGICO DA FRATURA DOS METACARPIANO,"439,33",H
408020385,TRATAMENTO CIRURGICO DA FRATURA SUPRA-CONDILIANA,"1.470,35",H
408020393,TRATAMENTO CIRURGICO DA FRATURA DA DIAFISE DO UMER,"952,60",H
408020407,TRATAMENTO CIRURGICO DE FRATURA NAS EXTREMIDADES,"913,53",H
408020415,TRATAMENTO CIRURGICO DE FRATURA NAS EXTREMIDADES,"641,15",H
408020423,TRATAMENTO CIRURGICO DA FRATURA DIAFISARIA DOS OSS,"1.446,62",H
408020431,TRATAMENTO CIRURGICO DE FRATURA DIAFISARIA DA ULNA,"913,53",H
408020440,TRATAMENTO CIRURGICO DO DESCOLAMENTO EPIFISARIO D,"351,79",H
408020458,TRATAMENTO CIRURGICO DE FRATURA-LUXACAO DE GALEAZ,"909,64",H
408020466,TRATAMENTO CIRURGICO DA(S) FRATURA(S) DO(S) OSSO(S),"647,21",H
408020474,TRATAMENTO CIRURGICO DO GIGANTISMO AO NIVEL DA MAO,"802,45",H
408020482,RECONSTRUCAO CAPSULO-LIGAMENTOSOTRANSFERENCIA O,"472,15",H
408020490,CORRECAO CIRURGICA DE LESAO MUSCULATURA INTRINSEC,"388,66",H
408020504,TRATAMENTO CIRURGICO DE LESAO EM EVOLUCAO DE QU,"494,66",H
408020512,TRATAMENTO CIRURGICO DA LUXACAO OU FRATURA-LUXACA,"788,71",H
408020520,TRATAMENTO CIRURGICO DA LUXACAO OU FRATURA-LUXACA,"647,21",H
408020539,TRATAMENTO CIRURGICO DA LUXACAO E FRATURA-LUXACAO,"423,13",H
408020547,TRATAMENTO CIRURGICO DE LUXACAO E FRATURA-LUXACA,"803,75",H
408020555,"TRATAMENTO CIRURGICO DA PSEUDO-ARTROSE, RETARDO D ","710,33",H
408020563,"TRATAMENTO CIRURGICO DA PSEUDO-ARTROSE, RETARDO D ","1.168,37",H
408020571,"TRATAMENTO CIRURGICO DA PSEUDO-ARTROSE, RETARDO D ","1.268,79",H
408020580,TRATAMENTO CIRURGICO DE PSEUDARTROSE AO NIVEL DOS,"866,13",H
408020598,TRATAMENTO CIRURGICO DA PSEUDO-ARTROSE NA REGIAO,"401,26",H
408020601,TRATAMENTO CIRURGICO DA PSEUDO-ARTROSE ESCAFOIDE,"812,05",H
408020610,TRATAMENTO CIRURGICO DA ROTURA OU ARRANCAMENTO C,"451,96",H
408020628,CORRECAO CIRURGICA DE SINDACTILA DA MAO (POR ESPAC,"337,05",H
408020636,TRATAMENTO CIRURGICO DA SINOSTOSE RADIO ULNAR,"844,94",H
408020644,CIRURGIA DE CENTRALIZACAO DO PUNHO,"431,25",H
408030011,"ARTRODESE POSTERIOR OU POSTERO-LATERAL, DISTAL A C ","4.480,07",H
408030038,ARTRODESE POSTERIOR OU POSTERO-LATERAL DISTAL A C,"2,00",H
408030046,ARTRODESE POSTERIOR OU POSTERO-LATERAL DISTAL A C,"2,00",H
408030054,"ARTRODESE POSTERIOR OU POSTERO-LATERAL, DISTAL A C ","4.480,07",H
408030062,ARTRODESE INTER-SOMATICA VIA ANTERIOR DISTAL A C DE,"2,00",H
408030089,"TRATAMENTO CIRURGICO DE FRATURA, FRATURA-LUXACAO ","1.632,40",H
408030097,"ARTRODESE POSTERIOR OU POSTERO-LATERAL, DISTAL A C ","4.480,07",H
408030100,"ARTRODESE POSTERIOR OU POSTERO-LATERAL, DISTAL A C ","4.480,07",H
408030127,ARTRODESE POSTERIOR C-C (INCLUI INSTRUMENTACAO),"1,00",H
408030135,ARTRODESE INTER-SOMATICA POR VIA POSTERIOR OU POST,"3.629,73",H
408030143,ARTRODESE INTER-SOMATICA POR VIA POSTERIOR OU POST,"3.636,54",H
408030151,ARTRODESE INTER-SOMATICA POR VIA POSTERIOR OU POST,"3.636,54",H
408030160,ARTRODESE INTER-SOMATICA POR VIA POSTERIOR OU POST,"3.636,54",H
408030178,ARTRODESE POSTERIOR OCCIPITO-CERVICAL (INCLUI INSTR,"3.342,87",H
408030186,ARTRODESE POSTERIOR OCCIPITO-CERVICAL (INCLUI INSTR,"3.342,87",H
408030194,ARTRODESE POSTERIOR OCCIPITO-CERVICAL (INCLUI INSTR,"3.342,87",H
408030208,ARTRODESE POSTERIOR OCCIPITO-CERVICAL (INCLUI INSTR,"3.342,87",H
408030216,ARTRODESE POSTERIOR OCCIPITO-CERVICAL (INCLUI INSTR,"3.342,87",H
408030224,ARTRODESE POSTERIOR OCCIPITO-CERVICAL (INCLUI INSTR,"3.342,87",H
408030232,"TRATAMENTO CIRURGICO DE FRATURA, LUXACAO OU FRATU ","1.746,75",H
408030259,"ARTRODESE POSTERIOR OU POSTERO-LATERAL, DISTAL A C ","4.480,07",H
408030267,"TRATAMENTO CIRURGICO DE FRATURA, LUXACAO OU FRATU ","3.014,20",H
408030275,"ARTRODESE POSTERIOR OU POSTERO-LATERAL, DISTAL A C ","4.480,07",H
408030283,"ARTRODESE POSTERIOR OU POSTERO-LATERAL, DISTAL A C ","4.480,07",H
408030291,"ARTRODESE POSTERIOR OU POSTERO-LATERAL, DISTAL A C ","4.480,07",H
408030305,"ARTRODESE POSTERIOR OU POSTERO-LATERAL, DISTAL A C ","4.480,07",H
408030313,"ARTRODESE POSTERIOR OU POSTERO-LATERAL, DISTAL A C ","4.480,07",H
408030321,"ARTRODESE POSTERIOR OU POSTERO-LATERAL, DISTAL A C ","4.480,07",H
408030330,COSTO-TRANSVERSECTOMIA,"1.708,93",H
408030348,CORRECAO CIRURGICA DE GIBA COSTAL (COSTOPLASTIA DE,"862,03",H
408030356,RESSECCAO (ANTERIOR) DO PROCESSO ODONTOIDE E / OU,"2.856,70",H
408030470,DRENAGEM CIRURGICA DO PSOAS,"522,87",H
408030488,INSTALACAO DE HALO CRANIANO,"61,25",H
408030500,RESSECCAO DE DOIS OU MAIS CORPOS VERTEBRAIS,"3.342,87",H
408030526,RESSECCAO DE COCCIX,"342,98",H
408030534,RESSECCAO DE ELEMENTOS VERTEBRAIS POSTERIORES OU,"2.063,01",H
408030542,RESSECCAO DE ELEMENTOS VERTEBRAIS POSTERIORES OU,"1.896,35",H
408030550,RESSECCAO DE UM CORPO VERTEBRAL,"2.641,52",H
408030615,REVISAO DE ARTRODESE OU TRATAMENTO CIRURGICO DE P,"3.010,47",H
408030623,REVISAO DE ARTRODESE OU TRATAMENTO CIRURGICO DE P,"2.641,52",H
408030631,REVISAO DE ARTRODESE OU TRATAMENTO CIRURGICO DE P,"2.641,52",H
408030704,VERTEBROPLASTIA POR INTRODUCAO DE MATERIAL SINTETI,"1.662,41",H
408030712,"ARTRODESE POSTERIOR OU POSTERO-LATERAL, DISTAL A C ","4.480,07",H
408030755,TRATAMENTO CIRURGICO DO TORCICOLO CONGENITO,"759,67",H
408030771,TRATAMENTO CIRURGICO DESCOMPRESSIVO AO NIVEL DO,"568,00",H
408030798,VERTEBROPLASTIA POR INTRODUCAO DE MATERIAL SINTETI,"1.662,41",H
408030917,"ARTRODESE POSTERIOR OU POSTERO-LATERAL, DISTAL A C ","4.480,07",H
408040017,ARTRODESE COXO FEMORAL,"2.384,76",H
408040025,ARTRODESE DA SINFISE PUBICA,"1.373,66",H
408040033,ARTRODESE DA ARTICULACAO SACRO ILIACA,"1.382,07",H
408040041,ARTROPLASTIA NAO CONVENCIONAL DO QUADRIL,"2.861,72",H
408040050,ARTROPLASTIA PARCIAL DO QUADRIL,"2.581,01",H
408040068,ARTROPLASTIA TOTAL DE CONVERSAO (POS-ARTRODESE),"3.353,16",H
408040076,ARTROPLASTIA DE RECONSTRUCAO DO QUADRIL,"3.111,54",H
408040084,ARTROPLASTIA TOTAL DO QUADRIL CIMENTADA,"2.384,76",H
408040092,ARTROPLASTIA TOTAL DO QUADRIL NAO CIMENTADA OU HIBR,"2.581,01",H
408040106,DESARTICULACAO AO NIVEL DA COXO FEMORAL,"2.384,76",H
408040114,DESARTICULACAO INTER ILIO ABDOMINAL,"2.908,29",H
408040122,EPIFISIODESE DO TROCANTER MAIOR DO FEMUR,"1.200,49",H
408040130,"EPIFISIODESE FEMORAL PROXIMAL ""IN SITU"" ","1.328,99",H
408040149,"TREPANACAO, OSTECTOMIA, CURETAGEM, SEQUESTRECTOM ","1.373,66",H
408040157,ACETABULOPLASTIA POR OSTEOTOMIA DO ACETABULO OU O,"2.861,72",H
408040165,RECONSTRUCAO OSTEOPLASTICA DO QUADRIL,"2.969,77",H
408040173,OSTEOCONDROSE,"488,95",H
408040181,REDUCAO INCRUENTA DA LUXACAO CONGENITA COXO FEMO,"426,55",H
408040190,REDUCAO INCRUENTA DA LUXACAO COXO FEMORAL TRAUMA,"446,85",H
408040203,"REDUCAO INCRUENTA DE FRATURA, LUXACAO, FRATURA-LUX ","446,85",H
408040211,RETIRADA DE ENXERTO OSSEO AUTOGENO OUTRA VIA DE AC,"70,00",H
408040220,REVISAO CIRURGICA DE LUXACAO COXO FEMORAL CONGENI,"3.116,80",H
408040238,TRANSPOSICAO OU TRANFERENCIA MIO-TENDINOSO DO PSO,"1.373,66",H
408040246,TRATAMENTO CIRURGICO DE AVULSOES DE TUBEROSIDADES,"342,98",H
408040254,"TRATAMENTO CIRURGICO DE FRATURA, LUXACAO, FRATURA ","1.815,65",H
408040262,"TRATAMENTO CIRURGICO DE FRATURA, LUXACAO, FRATURA ","1.815,65",H
408040270,"TRATAMENTO CIRURGICO DE FRATURA, LUXACAO OU FRATU ","732,40",H
408040289,TRATAMENTO CIRURGICO DE FRATURA-LUXACAO COXO-FEM,"3.213,74",H
408040297,TRATAMENTO CIRURGICO DA FRATURA DO ACETABULO,"2.384,76",H
408040300,TRATAMENTO CIRURGICO DE FRATURA DO SACRO,"732,40",H
408040319,TRATAMENTO CIRURGICO DE FRATURA-LUXACAO COXO-FEM,"3.014,76",H
408040327,TRATAMENTO CIRURGICO DA LUXACAO COXO FEMORAL CO,"2.384,76",H
408040335,TRATAMENTO CIRURGICO DA LUXACAO COXO FEMORAL (TRA,"2.384,76",H
408040343,TRATAMENTO CIRURGICO DE LUXACAO ESPONTANEA OU PR,"2.861,72",H
408050012,AMPUTACAO DA COXA,"1.524,92",H
408050020,AMPUTACAO / DESARTICULACAO DO PE AO NIVEL DO TARSO,"901,35",H
408050039,ARTRODESE DO JOELHO,"1.229,13",H
408050047,ARTROPLASTIA NAO CONVENCIONAL TOTAL DE JOELHO,"2.803,82",H
408050055,ARTROPLASTIA TOTAL DE RECONSTRUCAO (REQUER ENXER,"2.978,13",H
408050063,ARTROPLASTIA TOTAL PRIMARIA DO JOELHO,"1.885,95",H
408050071,ARTROPLASTIA UNICOMPARTIMENTAL DO CONDILO FEMORA,"1.885,95",H
408050080,FASCIOTOMIA DESCOMPRESSIVA DE COMPARTIMENTO DA P,"1.047,57",H
408050098,INSTALACAO DE TRACAO ESQUELETICA EM REGIAO TROCAN,"26,25",H
408050101,PATELECTOMIA TOTAL OU PARCIAL,"1.024,37",H
408050110,QUADRICEPSPLASTIA: MIO-TENO-CAPSULO-FASCIOLISE AO N,"2.803,82",H
408050128,REALINHAMENTO DOMECANISMO EXTENSOR POR PROCEDIM,"1.024,37",H
408050136,RECONSTRUCAO DE TENDAO PATELAR OU TENDAO QUADRIC,"2.803,82",H
408050144,RECONSTRUCAO LIGAMENTAR DO TORNOZELO,"756,25",H
408050152,RECONSTRUCAO LIGAMENTAR EXTRA-ARTICULAR DO JOELH,"1.013,06",H
408050160,RECONSTRUCAO LIGAMENTAR INTRA -ARTICULAR DO JOELH,"1.684,13",H
408050179,RECONSTRUCAO LIGAMENTAR INTRA -ARTICULAR DO JOELH,"1.684,13",H
408050195,REDUCAO INCRUENTA DA LUXACAO OU FRATURA-LUXACAO,"200,27",H
408050209,REDUCAO INCRUENTA DA FRATURA DO(S) METATARSIANO(S),"427,06",H
408050217,"REDUCAO INCRUENTA DA FRATURA, LUXACAO OU FRATURA- ","446,85",H
408050225,REDUCAO INCRUENTA DA FRATURA DA TIBIA,"343,65",H
408050233,REDUCAO INCRUENTA DA FRATURA DO FEMUR,"446,85",H
408050241,REDUCAO INCRUENTA DE FRATURA DO(S) OSSO(S) DO TARS,"200,27",H
408050250,REDUCAO INCRUENTA DA FRATURA DO FEMUR,"446,85",H
408050268,REDUCAO INCRUENTA DE LUXACAO OU FRATURA-LUXACAO D,"343,65",H
408050276,REDUCAO INCRUENTA DE LUXACAO FEMORO-PATELAR,"189,44",H
408050284,REDUCAO INCRUENTA DA LUXACAO OU FRATURA-LUXACAO S,"200,27",H
408050292,REDUCAO INCRUENTA DA LUXACAO OU FRATURA-LUXACAO T,"200,27",H
408050306,REIMPLANTE AO NIVEL DA COXA ATE O TERCO PROXIMAL DA,"4.306,96",H
408050314,REIMPLANTE DO TERCO MEDIO DA PERNA ATE O PE,"4.306,96",H
408050322,REPARO DE BAINHA TENDINOSA AO NIVEL DO TORNOZELO,"373,28",H
408050330,REVISAO DE COTO AMPUTADO DA PERNA,"453,65",H
408050349,REVISAO CIRURGICA DO PE TORTO CONGENITO,"602,91",H
408050357,SINDACTILIA CIRURGICA DOS DEDOS DO PE (PROCEDIMENT,"497,11",H
408050365,EXCISAO DO TALUS,"469,72",H
408050373,TENOSSINOVECTOMIA AO NIVEL DO TORNOZELO,"426,67",H
408050381,TRANSFERENCIA DO GRANDE TROCANTER (PROCEDIMENTO,"1.328,99",H
408050390,TRANSFERENCIA OU TRANSPOSICAO MUSCULAR OU TENDIN,"1.181,00",H
408050403,TRANSPLANTE DE MENISCO,"2.803,82",H
408050411,TRANSPOSICAO DA FIBULA PARA A TIBIA,"1.074,99",H
408050420,TRATAMENTO CIRURGICO DAS DESINSERCOES DAS ESPINHA,"673,84",H
408050438,TRATAMENTO CIRURGICO DA AVULSAO DO GRANDE TROCAN,"1.790,83",H
408050446,TRATAMENTO CIRURGICO DE COALISAO TARSAL,"469,72",H
408050454,TRATAMENTO CIRURGICO DA FRATURA DO OSSOS DO MEDIO,"645,89",H
408050462,TRATAMENTO CIRURGICO DA FRATURA DO(S) METATARSIAN,"629,76",H
408050470,TRATAMENTO CIRURGICO DA FRATURA DO(S) PODODACTILO,"629,76",H
408050489,TRATAMENTO CIRURGICO DA FRATURA DO COLO DO FEMUR,"1.790,83",H
408050497,TRATAMENTO CIRURGICO DA FRATURA BIMALEOLAR OU TRIM,"884,82",H
408050500,TRATAMENTO CIURGICO DE FRATURA DA DIAFISE DA TIBIA,"1.780,00",H
408050519,TRATAMENTO CIRURGICO DA FRATURA DA DIAFISE DO FEMU,"1.790,83",H
408050527,TRATAMENTO CIRURGICO DE FRATURA DA PATELA POR FIXA,"1.247,92",H
408050535,TRATAMENTO CIRURGICO DA FRATURA DO CALCANEO,"469,74",H
408050543,TRATAMENTO CIRURGICO DA FRATURA DO PILAO TIBIAL,"815,43",H
408050551,TRATAMENTO CIRURGICO DE FRATURA DO PLANALTO TIBIAL,"695,01",H
408050560,TRATAMENTO CIRURGICO DA FRATURA DO ASTRAGALO,"469,74",H
408050578,TRATAMENTO CIRURGICO DA FRATURA DO TORNOZELO UNIM,"884,82",H
408050586,TRATAMENTO CIRURGICO DE FRATURA INTERCONDILEANA,"695,01",H
408050594,TRATAMENTO CIRURGICO DE DESLOCAMENTO EPIFISARIO A,"695,01",H
408050608,TRATAMENTO CIRURGICO DA FRATURA DAS EXTREMIDADES,"1.047,57",H
408050616,TRATAMENTO CIRURGICO DA FRATURA SUB-TROCANTERIAN,"1.328,99",H
408050624,TRATAMENTO CIRURGICO DE FRATURA SUPRACONDILEANA (,"1.790,83",H
408050632,TRATAMENTO CIRURGICO DA FRATURA TRANSTROCANTERIA,"1.790,83",H
408050640,TRATAMENTO CIRURGICO DO GIGANTISMO AO NIVEL DO PE,"1.114,93",H
408050659,TRATAMENTO CIRURGICO DO HALUX VALGUS COM OSTEOTO,"622,67",H
408050667,TRATAMENTO CIRURGICO DE LESAO LIGAMENTAR AGUDA DO,"907,03",H
408050675,TRATAMENTO CIRURGICO DE LESAO FISARIA EM EVOLUCAO,"1.328,99",H
408050683,TRATAMENTO CIRURGICO DE LUXACAO OU FRATURA-LUXACA,"1.247,92",H
408050691,TRATAMENTO CIRURGICO DA LUXACAO OU FRATURA-LUXACA,"455,16",H
408050705,TRATAMENTO CIRURGICO DA LUXACAO OU FRATURA-LUXACA,"471,29",H
408050713,TRATAMENTO CIRURGICO DA LUXACAO OU FRATURA-LUXACA,"455,16",H
408050721,TRATAMENTO CIRURGICO DE METATARSO PRIMO VARO,"469,74",H
